.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	FOXG1_unique
ENSMUSG00000051590	212.8111825	0.335636941	0.258614487	0.073933088	0.181923421	Map3k19	Shared
ENSMUSG00000051615	4300.51472	-0.992669821	0.079312266	6.98974E-37	7.92797E-34	Rap2a	Shared
ENSMUSG00000051648	8.028583226	0.018771165	0.305166225	0.871592842	0.930223257	Kctd19	Shared
ENSMUSG00000051663	5.228885811	-0.08775325	0.335937935	0.183461415	0.346618191	Pcdhb1	Shared
ENSMUSG00000051669	3.233429273	-0.019501476	0.322503989	0.803755378	.	RP23-162H6.1	Shared
ENSMUSG00000051671	1067.46011	0.189975169	0.164046028	0.182124815	0.345078488	Coa6	Shared
ENSMUSG00000051674	3068.415441	-1.076194197	0.104991628	1.01083E-25	4.64728E-23	Dcun1d4	Shared
ENSMUSG00000051675	7708.655553	0.027038877	0.144324258	0.834056318	0.907725132	Trim32	Shared
ENSMUSG00000051726	1055.847936	0.006186868	0.244796026	0.967331432	0.983117497	Kcnf1	Shared
ENSMUSG00000051727	93.28766222	0.501990612	0.326487017	0.024457334	0.079368801	Kctd14	Shared
ENSMUSG00000051729	29.77530747	-0.127247386	0.29863849	0.40544829	0.58559285	RP23-204F4.1	Shared
ENSMUSG00000051747	12.89970354	-0.015794134	0.287833839	0.908088683	0.949634304	Ttn	Shared
ENSMUSG00000051777	6.74960898	-0.332265231	0.567570182	0.02398957	0.078120192	Iqcj	Shared
ENSMUSG00000051786	1349.540364	-0.269894029	0.127409336	0.021183801	0.070830927	Tubgcp6	Shared
ENSMUSG00000051805	7.479150958	0.242282242	0.447917041	0.044804886	0.125569139	RP24-366J10.5	Shared
ENSMUSG00000051817	3205.509082	0.690312662	0.13882861	8.48162E-08	1.81369E-06	Sox12	Shared
ENSMUSG00000051839	10.5252414	-0.075454811	0.29992452	0.580502613	0.73119473	Gypa	Shared
ENSMUSG00000051853	31962.95994	-0.185747327	0.104807541	0.060306457	0.156965944	Arf3	Shared
ENSMUSG00000051855	4079.383029	-0.218380945	0.129072408	0.065248961	0.166174145	Mest	Shared
ENSMUSG00000051860	1.103332467	0.000116686	0.328367845	0.991985281	.	Samd7	Shared
ENSMUSG00000051864	1150.806478	0.162237587	0.104171623	0.098749847	0.223972491	Tbc1d22a	Shared
ENSMUSG00000051890	598.4513244	0.401649727	0.122099449	0.000424491	0.002960027	Klhdc1	Shared
ENSMUSG00000051910	1535.467998	0.103949233	0.134871656	0.383555273	0.564697207	Sox6	Shared
ENSMUSG00000051920	1200.135742	-1.796351074	0.288548297	6.75151E-12	3.48409E-10	Rspo2	Shared
ENSMUSG00000051950	1415.417759	-0.173907689	0.110213636	0.092149386	0.213621713	B3glct	Shared
ENSMUSG00000051951	2141.058515	-0.964036696	0.328519308	0.000216798	0.001673895	Xkr4	Shared
ENSMUSG00000051965	12.87271747	0.033537949	0.294361822	0.799232755	0.886612206	Nanos2	Shared
ENSMUSG00000051978	345.7400642	0.374650822	0.163701444	0.009111157	0.036671228	Erich1	Shared
ENSMUSG00000051985	7.345977772	0.009379889	0.306633742	0.933799371	0.963823122	Igfn1	Shared
ENSMUSG00000051989	610.7043956	0.202835151	0.156280806	0.140137254	0.285856259	Smim11	Shared
ENSMUSG00000052013	15.13320095	-0.038448051	0.317073216	0.620434783	0.762686876	Btla	Shared
ENSMUSG00000052014	10.16778581	-0.190042365	0.368847124	0.154544837	0.306677712	AC113029.1	Shared
ENSMUSG00000052026	876.8633177	-2.041795081	0.334449751	5.36577E-11	2.34437E-09	Slc6a7	Shared
ENSMUSG00000052033	1025.834176	0.317699705	0.132682226	0.00958313	0.03819845	Pfdn4	Shared
ENSMUSG00000052040	2653.229085	-0.171008019	0.140453283	0.17496217	0.335033595	Klf13	Shared
ENSMUSG00000052056	553.9427407	0.245346889	0.145557838	0.060152009	0.156664734	Zfp217	Shared
ENSMUSG00000052062	696.7769293	-0.263795999	0.194715342	0.098063528	0.222953676	Pard3b	Shared
ENSMUSG00000052085	53.58082538	-0.006279886	0.251252654	0.965789854	0.982062798	Dock8	Shared
ENSMUSG00000052102	1481.935555	0.414656325	0.114063488	0.000107809	0.000930522	Gnpda1	Shared
ENSMUSG00000052105	996.3406065	1.13876068	0.28297029	2.44932E-06	3.58259E-05	Mtcl1	Shared
ENSMUSG00000052117	21.38704469	0.174490157	0.320432227	0.282179967	0.462503529	RP23-334A5.4	Shared
ENSMUSG00000052125	1433.935468	0.023229597	0.192928264	0.884357239	0.936625323	RP24-112H7.1	Shared
ENSMUSG00000052133	814.4908853	-0.151245679	0.130158518	0.219724218	0.391440001	Sema5b	Shared
ENSMUSG00000052135	1342.104233	-0.330591042	0.152288466	0.015215565	0.054762833	Foxo6	Shared
ENSMUSG00000052139	2161.72901	0.417980128	0.128241803	0.000426799	0.002974068	Bre	Shared
ENSMUSG00000052143	8.680622842	-0.06537067	0.321190562	0.472345318	0.643179328	RP23-9A12.2	Shared
ENSMUSG00000052144	2408.125876	0.152885769	0.087512394	0.069373574	0.173618463	Ppp4r2	Shared
ENSMUSG00000052146	7293.968357	0.032966669	0.084284359	0.692865849	0.816687057	Rps10	Shared
ENSMUSG00000052151	116.9806806	0.139694933	0.251542086	0.416993765	0.596560599	Plpp2	Shared
ENSMUSG00000052154	57.07010975	0.525889331	0.292017981	0.014240772	0.05200644	RP23-204A8.2	Shared
ENSMUSG00000052160	21.85520114	-0.116342734	0.312945309	0.407271707	0.587010998	Pld4	Shared
ENSMUSG00000052192	11.30254052	-0.023612078	0.30287219	0.830572909	0.905554563	RP24-262N5.2	Shared
ENSMUSG00000052273	29.41437178	0.284889876	0.330732254	0.139748728	0.285466729	Dnah3	Shared
ENSMUSG00000052276	1.748854626	-0.033619186	0.328105141	0.428154317	.	Ostn	Shared
ENSMUSG00000052295	15.666556	0.159507743	0.317104398	0.30383017	0.485441949	RP23-181F22.1	Shared
ENSMUSG00000052298	7602.62436	0.146595779	0.118433896	0.193771609	0.359516269	Cdc42se2	Shared
ENSMUSG00000052302	1476.388731	0.118678563	0.180796364	0.435226512	0.611572459	Tbc1d30	Shared
ENSMUSG00000052305	10.66327853	0.157816863	0.345027557	0.23572164	0.410221357	Hbb-bs	Shared
ENSMUSG00000052331	1355.611186	0.331878268	0.244603188	0.064402441	0.164660893	Ankrd44	Shared
ENSMUSG00000052336	31.94283286	-0.818586651	0.687280846	0.012017654	0.045763585	Cx3cr1	Shared
ENSMUSG00000052353	4650.031779	-0.126488525	0.263713721	0.43384284	0.610306455	Cemip	Shared
ENSMUSG00000052363	1.454594083	0.022442941	0.327541092	0.426549153	.	Zdhhc19	Shared
ENSMUSG00000052368	2.714365696	-0.054926431	0.320305638	0.553777631	.	RP23-337P24.5	Shared
ENSMUSG00000052373	1684.446453	-0.080562787	0.136758883	0.519726741	0.682261306	Mpp3	Shared
ENSMUSG00000052374	877.1220525	-1.513849675	0.254261371	1.72151E-10	6.74894E-09	Actn2	Shared
ENSMUSG00000052384	55.14763364	-0.055865198	0.236896734	0.733631494	0.844801702	Nrros	Shared
ENSMUSG00000052387	2120.599862	-0.145842471	0.205295888	0.359154139	0.541179074	Trpm3	Shared
ENSMUSG00000052395	775.9374573	-0.005024178	0.129278836	0.966483604	0.982570059	Rft1	Shared
ENSMUSG00000052397	10592.34484	-0.170974231	0.158833576	0.221682123	0.393369093	Ezr	Shared
ENSMUSG00000052407	101.6996561	-0.289933391	0.221245852	0.092606521	0.214242603	Ccdc171	Shared
ENSMUSG00000052415	311.5671762	0.141295465	0.262482063	0.394224464	0.57484082	Tchh	Shared
ENSMUSG00000052419	2062.954955	-0.190221644	0.076209287	0.0100554	0.039713139	RP23-440D19.2	Shared
ENSMUSG00000052423	2158.28199	-0.297791567	0.106393256	0.002997243	0.014978068	B4galt3	Shared
ENSMUSG00000052430	218.5446276	-0.080356871	0.203011573	0.609175801	0.7538858	Bmpr1b	Shared
ENSMUSG00000052435	2.984168148	-0.046718055	0.329456565	0.472288261	.	Cebpe	Shared
ENSMUSG00000052459	24417.52075	-0.163880806	0.125094761	0.154425554	0.306532678	Atp6v1a	Shared
ENSMUSG00000052468	1.248584593	-0.024766598	0.329821077	0.341978558	.	Pmp2	Shared
ENSMUSG00000052479	96.33401519	-1.38938258	0.269508424	1.94557E-08	4.79963E-07	AC140724.2	Shared
ENSMUSG00000052482	1.686854465	-0.019420566	0.325809583	0.804935396	.	RP23-120K5.1	Shared
ENSMUSG00000052485	38.52734399	-1.548801707	0.475840063	6.13135E-05	0.000576352	Tmem171	Shared
ENSMUSG00000052488	2989.717294	-0.030484383	0.066636588	0.623287011	0.76483372	Cherp	Shared
ENSMUSG00000052504	460.8860544	-0.104298337	0.193548728	0.490566303	0.658036917	Epha3	Shared
ENSMUSG00000052512	4220.572276	-0.574351255	0.156830224	5.58343E-05	0.000531516	Nav2	Shared
ENSMUSG00000052516	1497.793769	-0.289879688	0.22195823	0.092295418	0.213865294	Robo2	Shared
ENSMUSG00000052534	7924.638925	0.04389149	0.150236244	0.72015423	0.835560649	Pbx1	Shared
ENSMUSG00000052539	1899.873788	-0.0488368	0.144753662	0.693262923	0.816894548	Magi3	Shared
ENSMUSG00000052551	340.6603853	0.933146068	0.32024372	0.000243082	0.001840189	Adarb2	Shared
ENSMUSG00000052557	2212.911081	-0.612127274	0.188015986	0.000220539	0.0016976	Gan	Shared
ENSMUSG00000052560	1550.529472	0.235432747	0.228186208	0.159221766	0.313164521	Cpne8	Shared
ENSMUSG00000052572	5733.846381	-0.925119128	0.225862929	4.19622E-06	5.73549E-05	Dlg2	Shared
ENSMUSG00000052581	658.0954006	0.530582168	0.200249236	0.001857989	0.010155435	Lrrtm4	Shared
ENSMUSG00000052584	2347.012018	0.273021922	0.17353945	0.061498748	0.159249639	Serp2	Shared
ENSMUSG00000052593	2021.308741	-0.768335135	0.147778512	2.82194E-08	6.63009E-07	Adam17	Shared
ENSMUSG00000052613	440.4343174	-1.171338112	0.409624742	0.000173266	0.001393081	Pcdh15	Shared
ENSMUSG00000052629	256.1975692	-1.081812834	0.196712543	3.54106E-09	1.06122E-07	RP23-38E14.1	Shared
ENSMUSG00000052631	21.31170291	-0.060191402	0.287230897	0.676101664	0.804786708	Sh2d6	Shared
ENSMUSG00000052632	2496.343007	-0.11194937	0.134325282	0.39265249	0.573209729	Asap2	Shared
ENSMUSG00000052656	1980.326894	-0.068218392	0.089897159	0.435397852	0.611770726	Rnf103	Shared
ENSMUSG00000052658	32.20497524	0.523484046	0.319682816	0.019218765	0.065549889	RP24-264F17.2	Shared
ENSMUSG00000052673	10.63477387	0.038434362	0.309838202	0.72392802	0.838112511	Gm9887	Shared
ENSMUSG00000052681	5724.611444	-0.139592006	0.091120747	0.113828487	0.247568697	Rap1b	Shared
ENSMUSG00000052684	4397.701855	-0.405109058	0.123939955	0.000439137	0.003049539	Jun	Shared
ENSMUSG00000052688	380.9056442	-0.145424071	0.199944913	0.359265512	0.541266258	Rab7b	Shared
ENSMUSG00000052698	6274.509496	0.099143796	0.165459437	0.484013093	0.653219084	Tln2	Shared
ENSMUSG00000052707	5039.574196	-0.867807148	0.11446102	4.32149E-15	4.06602E-13	Tnrc6a	Shared
ENSMUSG00000052712	3313.611847	0.263241524	0.071662587	0.00019836	0.001560122	RP23-73B23.4	Shared
ENSMUSG00000052713	2397.025278	0.066623211	0.108834876	0.528874453	0.690441484	Zfp608	Shared
ENSMUSG00000052726	518.2936918	-0.23406485	0.16198801	0.096432192	0.220296648	Kcnt2	Shared
ENSMUSG00000052727	63338.16009	-0.605301133	0.229353978	0.001509666	0.008559066	Map1b	Shared
ENSMUSG00000052738	3517.040827	0.307903782	0.095476762	0.000730101	0.00469162	Suclg1	Shared
ENSMUSG00000052751	2137.692222	0.333819757	0.16728883	0.022015574	0.072984767	Repin1	Shared
ENSMUSG00000052759	165.5261718	-1.255049627	0.349524236	1.9882E-05	0.000221961	Gpr25	Shared
ENSMUSG00000052760	15.30370595	-0.128443458	0.314753965	0.371621976	0.553438176	AC161342.2	Shared
ENSMUSG00000052763	761.0830366	0.189963982	0.101012658	0.047072045	0.130120305	Zfp212	Shared
ENSMUSG00000052769	5.052442353	0.229042512	0.405813645	0.098563135	0.223674405	RP24-80G20.3	Shared
ENSMUSG00000052825	34.69271697	0.198495005	0.236803342	0.254806702	0.432801369	RP23-122L19.1	Shared
ENSMUSG00000052833	4827.7835	0.863134534	0.126070626	9.05389E-13	5.53327E-11	Sae1	Shared
ENSMUSG00000052837	1594.252806	-0.013490801	0.135706021	0.910999806	0.950810808	Junb	Shared
ENSMUSG00000052848	231.5119013	-0.206891004	0.234832133	0.224436915	0.396276019	RP24-572L22.1	Shared
ENSMUSG00000052852	12034.96839	-0.246493839	0.121921849	0.028172284	0.088086834	Reep1	Shared
ENSMUSG00000052861	233.7621752	0.783867754	0.334889394	0.001952761	0.010559319	Dnah6	Shared
ENSMUSG00000052889	3252.05074	-0.356958827	0.248122805	0.051838846	0.139987721	Prkcb	Shared
ENSMUSG00000052917	998.1319747	0.093270156	0.131369256	0.449158177	0.623497122	Senp7	Shared
ENSMUSG00000052920	542.9296393	-1.299328604	0.194096298	1.6168E-12	9.5044E-11	Prkg1	Shared
ENSMUSG00000052928	3949.270182	-0.218326411	0.135449878	0.071226328	0.176941839	Ctif	Shared
ENSMUSG00000052934	3333.947115	0.076863673	0.132809158	0.548479905	0.706790674	Fbxo31	Shared
ENSMUSG00000052942	1232.625546	-0.520590225	0.174979763	0.00075309	0.004811834	Glis3	Shared
ENSMUSG00000052955	1.222427337	-0.026287341	0.325204095	0.673743959	.	Cpvl	Shared
ENSMUSG00000052957	1826.433462	-0.046925346	0.221665352	0.766954348	0.866405288	Gas1	Shared
ENSMUSG00000052962	1100.655875	0.062834502	0.121570122	0.573790007	0.726357825	Mrpl35	Shared
ENSMUSG00000052981	4713.195491	0.139619394	0.158153026	0.304446826	0.486158419	Ube2ql1	Shared
ENSMUSG00000053004	122.6725421	0.138320612	0.254236111	0.407697563	0.587415527	Hrh1	Shared
ENSMUSG00000053007	290.6769288	0.063504029	0.120468422	0.566772405	0.72109984	Creb5	Shared
ENSMUSG00000053024	3423.920207	-1.530269497	0.204416164	4.41629E-15	4.13598E-13	Cntn2	Shared
ENSMUSG00000053025	5389.70896	-1.767723078	0.247489708	5.04097E-14	3.87733E-12	Sv2b	Shared
ENSMUSG00000053038	82.77778673	0.108396704	0.172552502	0.461816705	0.634230066	RP23-81C3.1	Shared
ENSMUSG00000053062	5419.373403	-0.306895637	0.246428999	0.090219164	0.210622444	Jam2	Shared
ENSMUSG00000053080	4664.439215	-0.213644131	0.097974784	0.021715739	0.072180008	AC129188.1	Shared
ENSMUSG00000053081	1.608061095	0.086016898	0.342163943	0.097997996	.	RP23-166E8.1	Shared
ENSMUSG00000053091	814.739851	-0.019684785	0.091994138	0.806547524	0.891322036	Lins1	Shared
ENSMUSG00000053094	2645.649217	0.168067391	0.085989258	0.042244075	0.120156834	Tmem248	Shared
ENSMUSG00000053101	12.19667685	-0.179294985	0.372858207	0.163794542	0.319764504	Gpr141	Shared
ENSMUSG00000053110	2520.632019	0.016869396	0.113573038	0.896537856	0.943554669	Yap1	Shared
ENSMUSG00000053111	366.2144882	0.032664248	0.190126141	0.834156314	0.907725132	Fank1	Shared
ENSMUSG00000053113	804.1346256	-0.245776821	0.192719181	0.120399231	0.257485574	Socs3	Shared
ENSMUSG00000053117	139.811388	0.235138343	0.185511039	0.128677793	0.269827208	E330013P04Rik	Shared
ENSMUSG00000053119	3823.916461	-0.098993793	0.068035363	0.134681885	0.278503721	Chmp3	Shared
ENSMUSG00000053128	369.5142408	-0.143604824	0.182446122	0.340852384	0.522958352	Rnf26	Shared
ENSMUSG00000053141	2911.153967	-0.491762587	0.087987341	7.28511E-09	1.99689E-07	Ptprt	Shared
ENSMUSG00000053161	141.8312624	0.500893569	0.405774019	0.034575689	0.103039424	Daw1	Shared
ENSMUSG00000053164	29.84318919	0.050537131	0.27284433	0.743948051	0.851628156	Gpr21	Shared
ENSMUSG00000053166	776.7571042	0.693631211	0.327157657	0.003038594	0.015136106	Cdh22	Shared
ENSMUSG00000053178	58.69752152	-0.328305588	0.216372357	0.056994847	0.150682862	Mterf1b	Shared
ENSMUSG00000053184	1.748892892	0.085092244	0.340132298	0.133991369	.	Spaca3	Shared
ENSMUSG00000053192	21581.9245	-0.277236861	0.151744642	0.039430279	0.11386654	Mllt11	Shared
ENSMUSG00000053199	2601.074597	-0.348302427	0.199750601	0.032592701	0.098567461	Arhgap20	Shared
ENSMUSG00000053205	264.0015634	-0.729864052	0.195973966	2.94363E-05	0.000308852	Styx	Shared
ENSMUSG00000053214	218.622554	-0.10938978	0.263103337	0.498611451	0.665172622	RP23-224J9.3	Shared
ENSMUSG00000053219	122.776212	-0.068802775	0.225735137	0.675325688	0.80421283	Raet1e	Shared
ENSMUSG00000053226	205.8311724	-0.211763183	0.140935414	0.092847886	0.214629173	Dand5	Shared
ENSMUSG00000053253	3057.171779	0.525438232	0.192843093	0.00140748	0.008063413	Ndfip2	Shared
ENSMUSG00000053268	1.313694601	0.033419824	0.328524515	0.49926607	.	Dspp	Shared
ENSMUSG00000053279	2916.806616	-1.108164691	0.186867816	4.04197E-10	1.47059E-08	Aldh1a1	Shared
ENSMUSG00000053289	1045.691494	0.202005252	0.09943345	0.032429511	0.098264917	Ddx10	Shared
ENSMUSG00000053310	2805.125983	-1.660356344	0.250761382	1.21685E-12	7.30436E-11	Nrgn	Shared
ENSMUSG00000053317	2355.671589	0.218645791	0.102854102	0.022512268	0.074193657	Sec61b	Shared
ENSMUSG00000053334	680.6577783	-0.267059358	0.106801248	0.007945979	0.032951984	Ficd	Shared
ENSMUSG00000053367	2.03577243	0.026138221	0.325249655	0.588858432	.	AC148989.5	Shared
ENSMUSG00000053368	14.69268543	-0.073008531	0.306033632	0.56733751	0.721485541	Rxfp2	Shared
ENSMUSG00000053375	8.552599256	0.219048487	0.427341439	0.032922744	0.099180073	Atp6v1e2	Shared
ENSMUSG00000053398	3177.056303	0.119331656	0.164558488	0.403533321	0.58370222	Phgdh	Shared
ENSMUSG00000053399	340.5377285	0.492234953	0.247599899	0.01060262	0.041405484	Adamts18	Shared
ENSMUSG00000053414	1235.496289	-0.32096241	0.118511484	0.003620511	0.017496256	Hunk	Shared
ENSMUSG00000053420	6.498365825	0.061956975	0.313379742	0.582538463	0.733256833	RP24-501L6.3	Shared
ENSMUSG00000053436	3146.297386	0.12393982	0.086250309	0.136034141	0.280227559	Mapk14	Shared
ENSMUSG00000053461	14.00041954	-0.031846461	0.292271515	0.812727406	0.894681253	Hhipl2	Shared
ENSMUSG00000053465	497.5343095	-1.131396951	0.344442481	5.18804E-05	0.000499519	Hs6st3	Shared
ENSMUSG00000053469	48.09186082	0.182321921	0.326508383	0.239418012	0.414691922	Tg	Shared
ENSMUSG00000053470	1921.578483	-0.342016672	0.103424793	0.000525987	0.003559785	Kdm3a	Shared
ENSMUSG00000053475	80.2287664	-0.075717854	0.199207308	0.630192967	0.770608325	Tnfaip6	Shared
ENSMUSG00000053477	23286.54938	-0.733301513	0.098511193	1.62855E-14	1.3842E-12	Tcf4	Shared
ENSMUSG00000053483	1765.079599	0.01290217	0.083375856	0.862271262	0.925499303	Usp21	Shared
ENSMUSG00000053519	888.1634335	-0.877818766	0.123370884	1.55104E-13	1.08193E-11	Kcnip1	Shared
ENSMUSG00000053528	10.35975433	-1.736512434	0.763601846	0.000842754	0.005278038	RP23-433B5.1	Shared
ENSMUSG00000053536	3553.977629	0.727334634	0.180711189	7.46778E-06	9.3434E-05	Cstf2t	Shared
ENSMUSG00000053550	3464.602544	-1.276805535	0.196329659	5.97142E-12	3.1133E-10	Shisa7	Shared
ENSMUSG00000053580	6091.649436	-0.421085355	0.210641715	0.016135254	0.05709289	Tanc2	Shared
ENSMUSG00000053615	4.733380022	-0.051201319	0.322852886	0.515783839	0.679606257	Gm9913	Shared
ENSMUSG00000053617	1935.487262	-0.375634933	0.218331014	0.032876755	0.099071038	Sh3pxd2a	Shared
ENSMUSG00000053626	160.6135222	-1.178914117	0.244057947	1.11061E-07	2.29601E-06	Tll1	Shared
ENSMUSG00000053640	2.289787011	0.059416885	0.33512543	0.184670102	.	RP24-421J9.1	Shared
ENSMUSG00000053641	1536.059604	0.14368782	0.134321471	0.229570836	0.402564879	Dennd4a	Shared
ENSMUSG00000053644	4912.339751	0.054437942	0.100476977	0.559934045	0.715779596	Aldh7a1	Shared
ENSMUSG00000053647	13.83807326	0.011814658	0.294529896	0.930713589	0.962300291	Gper1	Shared
ENSMUSG00000053693	6571.912216	-0.084650851	0.18464665	0.580182302	0.730927806	Mast1	Shared
ENSMUSG00000053702	2498.908033	-0.674519846	0.121046543	4.48117E-09	1.29499E-07	Nebl	Shared
ENSMUSG00000053716	1167.101601	-0.236507315	0.149427191	0.074573068	0.182839545	Dusp7	Shared
ENSMUSG00000053730	327.6582211	-0.244470569	0.135954369	0.047829282	0.131858996	Tmem39b	Shared
ENSMUSG00000053740	7.210821866	-0.092860235	0.312758648	0.472369969	0.643179328	Gm6457	Shared
ENSMUSG00000053749	7.597001588	0.25020106	0.435559977	0.060101882	0.156594663	AC124659.2	Shared
ENSMUSG00000053768	2550.903122	-0.123749204	0.117009706	0.260730422	0.439123778	Chchd3	Shared
ENSMUSG00000053783	172.8605548	0.285885033	0.292293834	0.129001089	0.270336997	RP23-96I9.2	Shared
ENSMUSG00000053799	1100.071181	-0.496143239	0.150238409	0.000232756	0.001776091	Exoc6	Shared
ENSMUSG00000053819	4120.857769	0.056367283	0.112774859	0.588036561	0.737241499	Camk2d	Shared
ENSMUSG00000053821	26.57475624	-0.127887925	0.313975381	0.355673747	0.537737237	Gm9922	Shared
ENSMUSG00000053825	5335.40407	-0.435211294	0.212980305	0.01199151	0.045691517	Ppfia2	Shared
ENSMUSG00000053830	5.854270594	0.049544387	0.307345735	0.674414169	0.803551542	RP23-360H23.1	Shared
ENSMUSG00000053838	6398.805486	0.259643761	0.109180611	0.013932749	0.051128352	Nudcd3	Shared
ENSMUSG00000053841	2411.319101	0.304508789	0.086600569	0.000256376	0.001925102	Txlna	Shared
ENSMUSG00000053846	225.539121	-2.11496523	0.383001711	1.17637E-09	3.91395E-08	Lipg	Shared
ENSMUSG00000053889	6.796337053	-0.095554354	0.313476937	0.461784224	0.634230066	Kirrel3os	Shared
ENSMUSG00000053897	31.24086782	0.138009792	0.265413833	0.418816745	0.598360539	Slc39a8	Shared
ENSMUSG00000053898	2697.362797	0.269748099	0.139186118	0.031898989	0.097049878	Ech1	Shared
ENSMUSG00000053930	6705.828379	-2.346948991	0.372766805	4.33717E-13	2.83937E-11	Shisa6	Shared
ENSMUSG00000053931	26206.19819	-0.075508568	0.183017173	0.586221516	0.736106459	Cnn3	Shared
ENSMUSG00000053963	4640.394113	-2.221049772	0.230546117	1.99141E-23	6.82784E-21	AC121838.2	Shared
ENSMUSG00000053965	549.0220225	-0.594979313	0.139220017	4.43624E-06	6.02287E-05	Pde5a	Shared
ENSMUSG00000053985	391.540049	0.272777521	0.132460976	0.026396516	0.08387922	Zfp14	Shared
ENSMUSG00000054008	8221.786366	-0.5676489	0.10379081	1.15817E-08	3.01139E-07	Ndst1	Shared
ENSMUSG00000054013	3088.739093	-0.50965503	0.219010383	0.004926333	0.022389306	Tmem179	Shared
ENSMUSG00000054021	475.3936583	0.02421042	0.120639059	0.824951642	0.901830557	Sirt5	Shared
ENSMUSG00000054057	410.8092002	-0.208012859	0.188804146	0.179358478	0.341135464	RP23-350C1.3	Shared
ENSMUSG00000054061	20.32314356	0.436611856	0.442583585	0.048922701	0.134045419	RP24-303J15.1	Shared
ENSMUSG00000054072	327.9634104	-0.647074501	0.287482489	0.003642061	0.017579395	Iigp1	Shared
