.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	DIV11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	FOXG1_unique
ENSMUSG00000050533	1.103828674	0.005996521	0.323744729	0.912001115	.	RP23-49O22.1	chr3	39208063	39208966	DIV11	Distal Intergenic	3	39357394	39359128	1735	2	ENSMUST00000056409	150162	ENSMUSG00000050533	FOXG1_unique
ENSMUSG00000050538	626.9905876	0.08950406	0.147623096	0.496482528	0.663277313	RP23-386E10.7	chr11	97840417	97841683	DIV11	Promoter (<=1kb)	11	97841293	97844099	2807	1	ENSMUST00000155954	0	ENSMUSG00000050538	FOXG1_unique
ENSMUSG00000050545	147.4186211	0.086201417	0.154301274	0.524526364	0.686550878	Fam228b	chr12	4768815	4769379	DIV11	Promoter (<=1kb)	12	4746216	4769267	23052	2	ENSMUST00000053458	0	ENSMUSG00000050545	FOXG1_unique
ENSMUSG00000050549	153.1704648	-1.28591681	0.329949002	5.35823E-06	7.05215E-05	RP23-173N16.6	chr3	127868130	127868541	DIV11	Downstream (1-2kb)	3	127869688	127896323	26636	2	ENSMUST00000057198	27782	ENSMUSG00000050549	FOXG1_unique
ENSMUSG00000050550	2.315398539	-0.030285747	0.319852648	0.695721356	.	RP23-305A10.3	chr4	18828977	18829241	DIV11	Intron (ENSMUST00000133363/ENSMUSG00000087402, intron 5 of 10)	4	18844202	18845679	1478	2	ENSMUST00000059005	16438	ENSMUSG00000050550	FOXG1_unique
ENSMUSG00000050558	271.1659615	-1.158524951	0.25690017	3.96693E-07	7.1141E-06	Prokr2	chr2	132365192	132365404	DIV11	Intron (ENSMUST00000110157/ENSMUSG00000050558, intron 2 of 2)	2	132370329	132385400	15072	2	ENSMUST00000049997	19996	ENSMUSG00000050558	FOXG1_unique
ENSMUSG00000050565	4632.035176	-0.082643623	0.093854858	0.361629063	0.543341894	Tor1aip2	chr1	156040834	156041163	DIV11	Promoter (<=1kb)	1	156040890	156068861	27972	1	ENSMUST00000060404	0	ENSMUSG00000050565	FOXG1_unique
ENSMUSG00000050567	657.6341741	-0.112926174	0.131528146	0.345580908	0.527723725	Maml1	chr11	50290584	50290961	DIV11	Promoter (<=1kb)	11	50255634	50291804	36171	2	ENSMUST00000135868	843	ENSMUSG00000050567	FOXG1_unique
ENSMUSG00000050587	1525.421069	-0.196771701	0.134589255	0.099321682	0.22496678	Lrrc4c	chr2	96260721	96260962	DIV11	Distal Intergenic	2	96318169	97631666	1313498	1	ENSMUST00000135431	-57207	ENSMUSG00000050587	FOXG1_unique
ENSMUSG00000050592	63.47059586	0.084340343	0.245813776	0.611845065	0.755940501	Fam78a	chr2	32083140	32083324	DIV11	Promoter (<=1kb)	2	32066867	32083783	16917	2	ENSMUST00000056406	459	ENSMUSG00000050592	FOXG1_unique
ENSMUSG00000050600	3.567585585	-0.23280386	0.432041665	0.048798873	.	Zfp831	chr2	174668878	174669148	DIV11	Intron (ENSMUST00000059452/ENSMUSG00000050600, intron 3 of 4)	2	174643534	174710832	67299	1	ENSMUST00000059452	25345	ENSMUSG00000050600	FOXG1_unique
ENSMUSG00000050608	6054.02203	0.131532453	0.085025479	0.107305464	0.237466604	Minos1	chr4	139110891	139111180	DIV11	Promoter (<=1kb)	4	139103823	139111243	7421	2	ENSMUST00000123488	63	ENSMUSG00000050608	FOXG1_unique
ENSMUSG00000050621	133.4275377	0.290803615	0.194169767	0.07048012	0.175584033	Rps27rt	chr9	114979268	114979581	DIV11	Downstream (2-3kb)	9	114982399	114982739	341	2	ENSMUST00000053150	3158	ENSMUSG00000050621	FOXG1_unique
ENSMUSG00000050625	15.60647597	0.286624583	0.393714089	0.11682705	0.251816133	Ccdc121	chr1	181516053	181516311	DIV11	Distal Intergenic	1	181509633	181511451	1819	2	ENSMUST00000058825	-4603	ENSMUSG00000050625	FOXG1_unique
ENSMUSG00000050627	4250.69186	1.292186672	0.209123333	2.71173E-11	1.26687E-09	Gpd1l	chr9	114933788	114934147	DIV11	Promoter (<=1kb)	9	114899341	114933987	34647	2	ENSMUST00000146623	0	ENSMUSG00000050627	FOXG1_unique
ENSMUSG00000050628	917.4884069	0.490769977	0.170326336	0.001113723	0.006641952	Ubald2	chr11	116433442	116434110	DIV11	Promoter (<=1kb)	11	116434094	116439077	4984	1	ENSMUST00000057676	0	ENSMUSG00000050628	FOXG1_unique
ENSMUSG00000050640	1322.349682	-0.741247077	0.155676788	2.81678E-07	5.23238E-06	Tmem150c	chr5	100119945	100120151	DIV11	Promoter (2-3kb)	5	100083947	100122796	38850	2	ENSMUST00000124145	2645	ENSMUSG00000050640	FOXG1_unique
ENSMUSG00000050663	297.27706	-0.966925577	0.238104573	4.56374E-06	6.17525E-05	Trhde	chr10	114800199	114800383	DIV11	Promoter (<=1kb)	10	114398823	114801364	402542	2	ENSMUST00000061632	981	ENSMUSG00000050663	FOXG1_unique
ENSMUSG00000050671	177.2808516	-0.237127393	0.286148686	0.183384677	0.346596964	Ism2	chr12	87305818	87306519	DIV11	Exon (ENSMUST00000021424/ENSMUSG00000021036, exon 1 of 12)	12	87278638	87299705	21068	2	ENSMUST00000125733	-6114	ENSMUSG00000050671	FOXG1_unique
ENSMUSG00000050677	490.1020951	0.511986257	0.249725249	0.009268879	0.037180281	Ccdc96	chr5	36484472	36484797	DIV11	Promoter (<=1kb)	5	36484588	36488171	3584	1	ENSMUST00000060100	0	ENSMUSG00000050677	FOXG1_unique
ENSMUSG00000050697	1228.387412	-0.260086301	0.120069845	0.022176002	0.073395116	Prkaa1	chr15	5143107	5143567	DIV11	Promoter (<=1kb)	15	5143861	5181899	38039	1	ENSMUST00000051186	-294	ENSMUSG00000050697	FOXG1_unique
ENSMUSG00000050700	1.867405567	0.105776659	0.342196996	0.202837312	.	Emilin3	chr2	160911684	160911885	DIV11	Promoter (<=1kb)	2	160906437	160912317	5881	2	ENSMUST00000109454	432	ENSMUSG00000050700	FOXG1_unique
ENSMUSG00000050708	40336.30916	0.09043558	0.093384056	0.310557547	0.492765599	Ftl1	chr7	45458803	45459035	DIV11	Promoter (<=1kb)	7	45457945	45458799	855	2	ENSMUST00000132205	-5	ENSMUSG00000050708	FOXG1_unique
ENSMUSG00000050711	9297.622132	0.214861392	0.232781829	0.211347353	0.38111478	Scg2	chr1	79211176	79211376	DIV11	Distal Intergenic	1	79434669	79440090	5422	2	ENSMUST00000049972	228714	ENSMUSG00000050711	FOXG1_unique
ENSMUSG00000050714	397.4638032	-0.156624453	0.124688904	0.172786919	0.332379858	Zbtb26	chr2	37442499	37442918	DIV11	Promoter (<=1kb)	2	37435018	37443120	8103	2	ENSMUST00000102789	202	ENSMUSG00000050714	FOXG1_unique
ENSMUSG00000050730	1114.258486	0.149770947	0.109570078	0.146355805	0.294990374	Arhgap42	chr9	9113996	9114261	DIV11	Intron (ENSMUST00000093893/ENSMUSG00000050730, intron 4 of 22)	9	8994953	9239013	244061	2	ENSMUST00000093893	124752	ENSMUSG00000050730	FOXG1_unique
ENSMUSG00000050751	2475.020753	-0.07785467	0.139224664	0.536124281	0.696893667	Pgbd5	chr8	124397701	124397885	DIV11	Intron (ENSMUST00000052580/ENSMUSG00000050751, intron 1 of 6)	8	124370023	124393216	23194	2	ENSMUST00000136892	-4486	ENSMUSG00000050751	FOXG1_unique
ENSMUSG00000050761	10.933853	-0.147266335	0.323241353	0.318972147	0.501748643	Gp1bb	chr16	18617592	18617810	DIV11	Downstream (2-3kb)	16	18620722	18621366	645	2	ENSMUST00000051160	3556	ENSMUSG00000050761	FOXG1_unique
ENSMUSG00000050777	559.1726287	-0.892313765	0.162714941	4.25191E-09	1.23758E-07	Tmem37	chr1	120056229	120056528	DIV11	Exon (ENSMUST00000072886/ENSMUSG00000026387, exon 12 of 14)	1	120067377	120074074	6698	2	ENSMUST00000056089	17546	ENSMUSG00000050777	FOXG1_unique
ENSMUSG00000050783	9.017299135	-0.331448609	0.584378246	0.008381586	0.034405275	Htr1f	chr16	65014992	65015426	DIV11	Intron (ENSMUST00000063076/ENSMUSG00000050783, intron 2 of 2)	16	64924729	65105784	181056	2	ENSMUST00000063076	90358	ENSMUSG00000050783	FOXG1_unique
ENSMUSG00000050808	7.905645962	-0.10631686	0.333604097	0.297479166	0.47850716	Muc15	chr2	110667251	110667436	DIV11	Intron (ENSMUST00000099623/ENSMUSG00000074968, intron 22 of 26)	2	110721340	110739527	18188	1	ENSMUST00000111016	-53904	ENSMUSG00000050808	FOXG1_unique
ENSMUSG00000050812	5602.656288	-0.177771627	0.097443305	0.055304397	0.147262426	RP23-211P15.1	chr4	58911147	58911524	DIV11	Promoter (<=1kb)	4	58869539	58911902	42364	2	ENSMUST00000134848	378	ENSMUSG00000050812	FOXG1_unique
ENSMUSG00000050822	5755.929759	-0.324963849	0.17632604	0.032576022	0.098531752	Slc29a4	chr5	142702402	142702586	DIV11	Promoter (<=1kb)	5	142702101	142722490	20390	1	ENSMUST00000058418	302	ENSMUSG00000050822	FOXG1_unique
ENSMUSG00000050830	60.6807193	0.802898749	0.25814295	0.00021931	0.001690067	Vwc2	chr11	10877292	10877498	DIV11	Distal Intergenic	11	11114223	11263526	149304	1	ENSMUST00000109681	-236725	ENSMUSG00000050830	FOXG1_unique
ENSMUSG00000050840	575.0528075	0.440442908	0.133531847	0.000346532	0.002492718	Cdh20	chr1	104756821	104757011	DIV11	Distal Intergenic	1	104768529	104995481	226953	1	ENSMUST00000062528	-11518	ENSMUSG00000050840	FOXG1_unique
ENSMUSG00000050860	26.28832085	-1.010407748	0.453757312	0.001560848	0.00879552	Phospho1	chr11	95824727	95825079	DIV11	Promoter (<=1kb)	11	95824500	95832140	7641	1	ENSMUST00000054173	228	ENSMUSG00000050860	FOXG1_unique
ENSMUSG00000050875	1757.675392	0.096491235	0.179602784	0.51704744	0.680495182	AC132242.1	chr18	58989286	58989470	DIV11	Intron (ENSMUST00000052907/ENSMUSG00000053441, intron 16 of 22)	18	59062248	59076962	14715	1	ENSMUST00000117064	-72778	ENSMUSG00000050875	FOXG1_unique
ENSMUSG00000050890	768.6549023	0.274248701	0.191265353	0.080227189	0.19328548	Pdik1l	chr4	134287658	134288022	DIV11	Promoter (<=1kb)	4	134275002	134287895	12894	2	ENSMUST00000061234	0	ENSMUSG00000050890	FOXG1_unique
ENSMUSG00000050896	1342.720217	-0.906105466	0.280841367	0.000111957	0.000959653	Rtn4rl2	chr2	84884890	84885274	DIV11	Promoter (1-2kb)	2	84880523	84886476	5954	2	ENSMUST00000151759	1202	ENSMUSG00000050896	FOXG1_unique
ENSMUSG00000050908	2501.455447	0.172294416	0.110411469	0.094905545	0.21799072	Tvp23a	chr16	10447401	10447726	DIV11	Promoter (<=1kb)	16	10420557	10447362	26806	2	ENSMUST00000051118	-40	ENSMUSG00000050908	FOXG1_unique
ENSMUSG00000050910	1300.807386	-0.1648685	0.131337676	0.157757324	0.311188312	Cdr2l	chr11	115378076	115378260	DIV11	Distal Intergenic	11	115381916	115396132	14217	1	ENSMUST00000053288	-3656	ENSMUSG00000050910	FOXG1_unique
ENSMUSG00000050912	1708.454517	-0.287242832	0.162728852	0.042979803	0.121787146	Tmem123	chr9	7764297	7764481	DIV11	Promoter (<=1kb)	9	7764165	7794328	30164	1	ENSMUST00000154371	133	ENSMUSG00000050912	FOXG1_unique
ENSMUSG00000050914	34.85910187	-0.259064519	0.303677332	0.162017862	0.317214415	Ankrd37	chr8	46000074	46000621	DIV11	Promoter (<=1kb)	8	45996911	45999867	2957	2	ENSMUST00000153674	-208	ENSMUSG00000050914	FOXG1_unique
ENSMUSG00000050919	1.160482778	-0.010923975	0.325454746	0.916722755	.	Zfp366	chr13	99127633	99128098	DIV11	Distal Intergenic	13	99184823	99247037	62215	1	ENSMUST00000056558	-56725	ENSMUSG00000050919	FOXG1_unique
ENSMUSG00000050930	284.6383166	-0.189026875	0.139565191	0.133012789	0.276197466	Map10	chr8	125619525	125619743	DIV11	Distal Intergenic	8	125669818	125673365	3548	1	ENSMUST00000053078	-50075	ENSMUSG00000050930	FOXG1_unique
ENSMUSG00000050931	647.3915412	0.14613622	0.190824714	0.338222348	0.520454882	Sgms2	chr3	131363216	131363512	DIV11	Distal Intergenic	3	131342110	131344940	2831	2	ENSMUST00000126569	-18277	ENSMUSG00000050931	FOXG1_unique
ENSMUSG00000050936	1.327843469	-0.065257737	0.337195481	0.099618952	.	RP23-16G3.1	chr3	96268878	96270217	DIV11	Promoter (<=1kb)	3	96269721	96279001	9281	1	ENSMUST00000051089	0	ENSMUSG00000050936	FOXG1_unique
ENSMUSG00000050944	194.9426354	-0.019010233	0.191786985	0.904991146	0.947521655	Efcab5	chr11	77100018	77100338	DIV11	Promoter (2-3kb)	11	77089944	77103062	13119	2	ENSMUST00000151731	2724	ENSMUSG00000050944	FOXG1_unique
ENSMUSG00000050945	285.3370072	0.250901977	0.155310184	0.068276441	0.171551872	Zfp438	chr18	5238463	5238696	DIV11	Intron (ENSMUST00000063989/ENSMUSG00000050945, intron 3 of 4)	18	5210031	5334439	124409	2	ENSMUST00000063989	95743	ENSMUSG00000050945	FOXG1_unique
ENSMUSG00000050953	6472.292458	-0.210372899	0.173587453	0.157843588	0.311262809	Gja1	chr10	56429452	56429636	DIV11	Distal Intergenic	10	56377300	56390419	13120	1	ENSMUST00000068581	52153	ENSMUSG00000050953	FOXG1_unique
ENSMUSG00000050954	306.3207248	-0.264343245	0.200641052	0.101792447	0.228744658	Zfp169	chr13	48448276	48448467	DIV11	Distal Intergenic	13	48489202	48506939	17738	2	ENSMUST00000167682	58472	ENSMUSG00000050954	FOXG1_unique
ENSMUSG00000050957	146.650915	-0.033743833	0.231468507	0.839395644	0.910955822	Insl6	chr19	29300934	29301241	DIV11	Exon (ENSMUST00000025705/ENSMUSG00000024789, exon 19 of 24)	19	29321347	29325356	4010	2	ENSMUST00000052380	24115	ENSMUSG00000050957	FOXG1_unique
ENSMUSG00000050963	419.5365857	0.144212651	0.202327727	0.371874384	0.553665041	Kcns2	chr15	34815403	34815587	DIV11	Distal Intergenic	15	34837381	34842337	4957	1	ENSMUST00000072868	-21794	ENSMUSG00000050963	FOXG1_unique
ENSMUSG00000050965	5667.44106	-0.843920671	0.141649446	4.11741E-10	1.49267E-08	Prkca	chr11	108011330	108011659	DIV11	Promoter (1-2kb)	11	107978341	108012805	34465	2	ENSMUST00000134910	1146	ENSMUSG00000050965	FOXG1_unique
ENSMUSG00000050967	2033.454747	0.117380979	0.12194111	0.302443288	0.483684503	Creg2	chr1	39648856	39649043	DIV11	Promoter (2-3kb)	1	39618406	39651182	32777	2	ENSMUST00000053355	2139	ENSMUSG00000050967	FOXG1_unique
ENSMUSG00000050973	313.6634886	-0.189766007	0.188021081	0.218028838	0.389448597	Gdpgp1	chr7	80232889	80233214	DIV11	Promoter (<=1kb)	7	80232867	80241006	8140	1	ENSMUST00000062915	23	ENSMUSG00000050973	FOXG1_unique
ENSMUSG00000050989	2460.440158	0.127037257	0.091451931	0.147343766	0.29616624	Sepn1	chr4	134558499	134558752	DIV11	Downstream (2-3kb)	4	134537892	134552166	14275	2	ENSMUST00000060435	-6334	ENSMUSG00000050989	FOXG1_unique
ENSMUSG00000050994	83.60630032	0.008908252	0.255720412	0.958180184	0.977361181	Adgb	chr10	10468742	10468928	DIV11	Intron (ENSMUST00000179956/ENSMUSG00000050994, intron 1 of 36)	10	10335703	10472314	136612	2	ENSMUST00000179956	3386	ENSMUSG00000050994	FOXG1_unique
ENSMUSG00000051000	256.4753691	-0.101244655	0.247741781	0.528163114	0.689793507	Fam160a1	chr3	85637154	85637613	DIV11	Intron (ENSMUST00000107672/ENSMUSG00000028085, intron 10 of 11)	3	85660061	85673988	13928	2	ENSMUST00000126445	36375	ENSMUSG00000051000	FOXG1_unique
ENSMUSG00000051007	1436.256971	0.270101325	0.076631955	0.000376401	0.002678233	Pddc1	chr7	141413822	141414148	DIV11	Promoter (<=1kb)	7	141408135	141414090	5956	2	ENSMUST00000156353	0	ENSMUSG00000051007	FOXG1_unique
ENSMUSG00000051022	943.6496672	0.668161976	0.316586569	0.003860508	0.018418449	Hs3st1	chr5	39751002	39751226	DIV11	Intron (ENSMUST00000117944/ENSMUSG00000051022, intron 1 of 2)	5	39613935	39755475	141541	2	ENSMUST00000117944	4249	ENSMUSG00000051022	FOXG1_unique
ENSMUSG00000051029	189.5103777	-0.082947684	0.251629147	0.613191097	0.757231734	Serpinb1b	chr13	33080810	33081019	DIV11	Distal Intergenic	13	33084125	33094380	10256	1	ENSMUST00000016951	-3106	ENSMUSG00000051029	FOXG1_unique
ENSMUSG00000051034	252.8620723	-0.021349929	0.141743178	0.866286497	0.927500284	Zfp11	chr5	129669816	129670443	DIV11	Promoter (<=1kb)	5	129654593	129670099	15507	2	ENSMUST00000049778	0	ENSMUSG00000051034	FOXG1_unique
ENSMUSG00000051041	526.9438365	0.147872914	0.195255571	0.351241642	0.533308665	Olfml1	chr7	107540138	107540805	DIV11	Intron (ENSMUST00000130414/ENSMUSG00000062542, intron 5 of 5)	7	107567446	107591094	23649	1	ENSMUST00000120990	-26641	ENSMUSG00000051041	FOXG1_unique
ENSMUSG00000051048	697.3643638	-0.256116956	0.188118965	0.101279082	0.228021652	P4ha3	chr7	100283427	100283834	DIV11	Promoter (1-2kb)	7	100285520	100319699	34180	1	ENSMUST00000057023	-1686	ENSMUSG00000051048	FOXG1_unique
ENSMUSG00000051062	1280.39373	0.179780468	0.183101554	0.239730525	0.414932825	Fbll1	chr11	35797424	35798066	DIV11	Promoter (<=1kb)	11	35797381	35798884	1504	2	ENSMUST00000160726	818	ENSMUSG00000051062	FOXG1_unique
ENSMUSG00000051065	1730.726123	-0.112571931	0.114498705	0.289448645	0.470226199	Mb21d2	chr16	28846609	28846793	DIV11	Intron (ENSMUST00000100023/ENSMUSG00000051065, intron 1 of 1)	16	28826176	28929698	103523	2	ENSMUST00000100023	82905	ENSMUSG00000051065	FOXG1_unique
ENSMUSG00000051076	4.224566239	-0.084295403	0.341907125	0.159828889	.	Vtcn1	chr3	100805562	100805855	DIV11	Distal Intergenic	3	100825459	100895679	70221	1	ENSMUST00000054791	-19604	ENSMUSG00000051076	FOXG1_unique
ENSMUSG00000051079	151.4994449	4.278657605	0.506810054	4.351E-20	9.7796E-18	Rgs13	chr1	144096453	144096658	DIV11	Distal Intergenic	1	144138667	144177275	38609	2	ENSMUST00000111941	80617	ENSMUSG00000051079	FOXG1_unique
ENSMUSG00000051098	2152.851766	-0.420902037	0.136868858	0.000796369	0.005053247	Mblac2	chr13	81711799	81712075	DIV11	Promoter (<=1kb)	13	81711417	81753275	41859	1	ENSMUST00000057598	383	ENSMUSG00000051098	FOXG1_unique
ENSMUSG00000051111	2122.689992	0.610763027	0.279535642	0.004115256	0.019373402	Sv2c	chr13	96132247	96132757	DIV11	Promoter (<=1kb)	13	95959443	96132577	173135	2	ENSMUST00000161263	0	ENSMUSG00000051111	FOXG1_unique
ENSMUSG00000051113	542.8245646	0.250626151	0.150085562	0.059556483	0.155674906	Fam71e1	chr7	44496588	44496809	DIV11	Promoter (<=1kb)	7	44496588	44501134	4547	1	ENSMUST00000107927	1	ENSMUSG00000051113	FOXG1_unique
ENSMUSG00000051116	4.536087643	-0.071758054	0.310459552	0.556777321	.	AC119899.1	chr5	57396559	57396825	DIV11	Distal Intergenic	5	57608377	57609152	776	1	ENSMUST00000060466	-211552	ENSMUSG00000051116	FOXG1_unique
ENSMUSG00000051124	20.66724051	0.226764551	0.316978677	0.208168706	0.377217635	Gimap9	chr6	48671340	48671525	DIV11	Distal Intergenic	6	48676129	48678699	2571	1	ENSMUST00000054050	-4604	ENSMUSG00000051124	FOXG1_unique
ENSMUSG00000051136	30.36147897	-2.792611568	0.766726896	3.37745E-06	4.74792E-05	Ghsr	chr3	27359704	27360039	DIV11	Distal Intergenic	3	27371351	27378010	6660	1	ENSMUST00000057186	-11312	ENSMUSG00000051136	FOXG1_unique
ENSMUSG00000051146	3426.332566	0.471650493	0.158383177	0.000876568	0.005449477	Camk2n2	chr16	20619525	20619737	DIV11	Promoter (1-2kb)	16	20619215	20621287	2073	2	ENSMUST00000052939	1550	ENSMUSG00000051146	FOXG1_unique
ENSMUSG00000051149	79.49710054	-0.051038963	0.273342664	0.737410016	0.84693506	Adnp	chr2	168194547	168194760	DIV11	Intron (ENSMUST00000088001/ENSMUSG00000051149, intron 1 of 3)	2	168184968	168206709	21742	2	ENSMUST00000139984	11949	ENSMUSG00000051149	FOXG1_unique
ENSMUSG00000051154	4810.578952	0.353249958	0.116807565	0.001198031	0.007038912	Commd3	chr2	18672723	18672948	DIV11	Promoter (<=1kb)	2	18672523	18674400	1878	1	ENSMUST00000137317	201	ENSMUSG00000051154	FOXG1_unique
ENSMUSG00000051166	1909.976092	-1.00670895	0.146827703	7.41285E-13	4.59983E-11	Eml5	chr12	98851336	98851842	DIV11	Exon (ENSMUST00000065716/ENSMUSG00000051166, exon 28 of 44)	12	98786604	98901484	114881	2	ENSMUST00000065716	49642	ENSMUSG00000051166	FOXG1_unique
ENSMUSG00000051177	4207.141469	-0.105334032	0.199071495	0.502378773	0.668135135	Plcb1	chr2	134785993	134786305	DIV11	Promoter (<=1kb)	2	134786159	135475258	689100	1	ENSMUST00000110116	0	ENSMUSG00000051177	FOXG1_unique
ENSMUSG00000051185	1686.435771	0.352196311	0.119609211	0.001560923	0.00879552	Fam174a	chr1	95241686	95241970	DIV11	Distal Intergenic	1	95313628	95335284	21657	1	ENSMUST00000059975	-71658	ENSMUSG00000051185	FOXG1_unique
ENSMUSG00000051223	11123.13279	-0.73006266	0.071997555	6.21522E-25	2.46525E-22	Bzw1	chr1	58366778	58366970	DIV11	Intron (ENSMUST00000114366/ENSMUSG00000079554, intron 34 of 35)	1	58393136	58406548	13413	1	ENSMUST00000050552	-26166	ENSMUSG00000051223	FOXG1_unique
ENSMUSG00000051232	1311.57636	0.072161519	0.111722541	0.480022276	0.649480029	Tmem199	chr11	78511526	78511710	DIV11	Promoter (<=1kb)	11	78508508	78512045	3538	2	ENSMUST00000135946	335	ENSMUSG00000051232	FOXG1_unique
ENSMUSG00000051234	3102.635086	-0.101273073	0.123117766	0.37219835	0.553984285	Rnf7	chr9	96478309	96478881	DIV11	Promoter (<=1kb)	9	96470941	96478675	7735	2	ENSMUST00000057500	0	ENSMUSG00000051234	FOXG1_unique
ENSMUSG00000051236	1503.892518	0.095475446	0.17591043	0.529877428	0.691273732	Msrb3	chr10	120840655	120841082	DIV11	Intron (ENSMUST00000092143/ENSMUSG00000051236, intron 4 of 6)	10	120783752	120850468	66717	2	ENSMUST00000139961	9386	ENSMUSG00000051236	FOXG1_unique
ENSMUSG00000051238	691.537304	-0.111934517	0.113075013	0.289707318	0.470419758	Swsap1	chr9	21955551	21956297	DIV11	Promoter (<=1kb)	9	21955753	21958270	2518	1	ENSMUST00000053583	0	ENSMUSG00000051238	FOXG1_unique
ENSMUSG00000051243	20309.2269	-0.203625404	0.168996098	0.160429864	0.314928261	Islr2	chr9	58195905	58196393	DIV11	3' UTR	9	58196298	58201715	5418	2	ENSMUST00000163200	5322	ENSMUSG00000051243	FOXG1_unique
ENSMUSG00000051246	144.0846476	0.344106198	0.306110589	0.080745894	0.194152942	Msantd1	chr5	34901580	34901920	DIV11	Intron (ENSMUST00000080036/ENSMUSG00000029104, intron 60 of 66)	5	34915915	34923839	7925	1	ENSMUST00000050535	-13995	ENSMUSG00000051246	FOXG1_unique
ENSMUSG00000051251	8.249608316	0.130087838	0.352269393	0.130897422	0.273235367	Nhlh1	chr1	172049540	172049769	DIV11	Downstream (2-3kb)	1	172052292	172057573	5282	2	ENSMUST00000059794	7804	ENSMUSG00000051251	FOXG1_unique
ENSMUSG00000051256	1494.515373	-0.210095776	0.093480446	0.017269895	0.060212463	Jagn1	chr6	113441199	113441455	DIV11	Promoter (1-2kb)	6	113442569	113448229	5661	1	ENSMUST00000101070	-1114	ENSMUSG00000051256	FOXG1_unique
ENSMUSG00000051278	298.5462276	-0.244609236	0.158334405	0.075200347	0.183856396	Zgrf1	chr3	127572743	127572965	DIV11	Intron (ENSMUST00000043108/ENSMUSG00000051278, intron 7 of 25)	3	127553489	127618021	64533	1	ENSMUST00000043108	19255	ENSMUSG00000051278	FOXG1_unique
ENSMUSG00000051279	290.0114327	-1.755397939	0.586741515	2.27184E-05	0.000247304	Gdf6	chr4	9843110	9843294	DIV11	Promoter (1-2kb)	4	9844372	9862345	17974	1	ENSMUST00000057613	-1078	ENSMUSG00000051279	FOXG1_unique
ENSMUSG00000051285	3150.226833	0.078231062	0.092198688	0.400922543	0.581339124	Pcmtd1	chr1	7055027	7055583	DIV11	Distal Intergenic	1	7088920	7173626	84707	1	ENSMUST00000061280	-33337	ENSMUSG00000051285	FOXG1_unique
ENSMUSG00000051306	1184.877659	-0.181137559	0.119575922	0.102410924	0.229700695	Usp42	chr5	143696266	143696600	DIV11	Intron (ENSMUST00000116456/ENSMUSG00000018001, intron 5 of 12)	5	143713753	143715613	1861	2	ENSMUST00000141225	19013	ENSMUSG00000051306	FOXG1_unique
