geneId	Chrom	Start	End	cluster_1	annotation	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000075408	chr15	101293211	101297426	cluster_5	Promoter (<=1kb)	3.708602246	0.003395464	0.318239436	0.965642618	.	RP24-366J14.1
ENSMUSG00000075415	chr2	31026205	31096500	cluster_5	Promoter (<=1kb)	7733.368839	-0.118980303	0.111255724	0.280555294	0.46103599	Fnbp1
ENSMUSG00000075420	chr11	115912016	115913917	cluster_5	Promoter (<=1kb)	3.237712376	0.090475938	0.333191265	0.307065917	.	Smim6
ENSMUSG00000075511	chr15	83353846	83367297	cluster_5	Promoter (<=1kb)	312.1401922	-1.405530438	0.254247236	1.55303E-09	5.02659E-08	RP24-375H14.1
ENSMUSG00000075520	chr2	15526478	16255557	cluster_5	Promoter (<=1kb)	20.20596254	-0.56182749	0.414439163	0.023450863	0.076712079	Malrd1
ENSMUSG00000075528	chr11	101419186	101419253	cluster_5	Promoter (1-2kb)	36.60115054	-0.331932977	0.288367072	0.09033731	0.210776638	Aarsd1
ENSMUSG00000075570	chr11	99328483	99337965	cluster_5	Promoter (<=1kb)	2.875882981	-0.077416186	0.340813396	0.04886785	.	Krt26
ENSMUSG00000075590	chr15	76085593	76090013	cluster_5	Promoter (<=1kb)	10159.96403	-0.047161106	0.123327287	0.636687837	0.775269865	Nrbp2
ENSMUSG00000075595	chr11	95749066	95764713	cluster_5	Promoter (<=1kb)	2118.414095	0.368729661	0.144533748	0.004588562	0.021162325	Zfp652
ENSMUSG00000075602	chr15	74994876	74998031	cluster_5	Promoter (<=1kb)	146.6232722	-1.058946691	0.3772429	0.000352786	0.002529779	Ly6a
ENSMUSG00000075605	chr15	74742838	74746687	cluster_5	Promoter (<=1kb)	4.344027694	0.078871148	0.323060081	0.447022624	.	Slurp2
ENSMUSG00000075610	chr11	94777216	94782703	cluster_5	Promoter (<=1kb)	4.439104263	-0.498775261	1.288794954	0.008543109	.	Tmem92
ENSMUSG00000075706	chr10	80047165	80056439	cluster_5	Promoter (<=1kb)	13683.49516	-0.033675827	0.110252933	0.744186612	0.851719999	Gpx4
ENSMUSG00000075707	chr12	110279229	110281097	cluster_5	Promoter (<=1kb)	57.5483219	-1.700826393	0.424639108	1.71638E-06	2.63036E-05	Dio3
ENSMUSG00000076052	chr12	109742408	109742498	cluster_5	Promoter (<=1kb)	3.643035952	-0.068940326	0.320043393	0.504522261	.	Mir541
ENSMUSG00000076123	chr4	135416554	135416633	cluster_5	Promoter (<=1kb)	2.007830985	0.014844567	0.324655106	0.776553234	.	Mir700
ENSMUSG00000076218	chr17	6895228	6895337	cluster_5	Promoter (<=1kb)	5.954495705	0.337234539	0.54851288	0.037277567	0.109098366	Mir692-1
ENSMUSG00000076271	chr4	124731693	124731802	cluster_5	Promoter (<=1kb)	5.190046263	-0.03566536	0.300416871	0.77485919	0.870570762	Mir697
ENSMUSG00000076315	chr7	19386642	19386717	cluster_5	Promoter (<=1kb)	9.200361093	-0.412466076	0.629986203	0.036124189	0.106494226	Mir343
ENSMUSG00000076376	chr2	117185126	117185226	cluster_5	Promoter (<=1kb)	1.449720943	-0.021269651	0.321804082	0.747668807	.	Mir674
ENSMUSG00000076430	chr13	30946575	30947761	cluster_5	Promoter (<=1kb)	2.121489183	0.076135645	0.340745434	0.041458775	.	Hus1b
ENSMUSG00000076433	chr11	118332359	118342534	cluster_5	Promoter (<=1kb)	26.74843575	0.291651229	0.330436323	0.132761808	0.275843002	Cep295nl
ENSMUSG00000076434	chr2	164731225	164743267	cluster_5	Promoter (<=1kb)	48.37581225	0.136674028	0.243610111	0.424128197	0.602760243	Wfdc3
ENSMUSG00000076438	chr4	123116247	123118000	cluster_5	Promoter (<=1kb)	7.003477278	-0.126300138	0.340390762	0.259380922	0.437506602	Oxct2b
ENSMUSG00000076439	chr17	37010739	37023398	cluster_5	Promoter (<=1kb)	3.930121554	0.018268365	0.319003215	0.811177499	.	Mog
ENSMUSG00000076441	chr2	31470269	31520670	cluster_5	Promoter (<=1kb)	6925.530064	-0.071815237	0.079829602	0.350897749	0.53321781	Ass1
ENSMUSG00000076441	chr2	31470307	31520629	cluster_5	Promoter (<=1kb)	6925.530064	-0.071815237	0.079829602	0.350897749	0.53321781	Ass1
ENSMUSG00000076460	chr11	65734732	65734832	cluster_5	Promoter (<=1kb)	3.687899948	0.054903094	0.319638782	0.565886744	.	Mir744
ENSMUSG00000077239	chr16	20684255	20684313	cluster_5	Promoter (<=1kb)	1.638894686	-0.052559317	0.326590854	0.471086795	.	Snord66
ENSMUSG00000077493	chr11	74905445	74905505	cluster_5	Promoter (<=1kb)	3.021349301	0.046720394	0.323298841	0.546650867	.	Snord91a
ENSMUSG00000077506	chr9	15326288	15326330	cluster_5	Promoter (<=1kb)	5.050046012	0.175529294	0.371221674	0.136809269	0.28128008	Scarna9
ENSMUSG00000077549	chr8	109839311	109839375	cluster_5	Promoter (<=1kb)	4.093042356	-0.024009152	0.311754714	0.813024637	.	Snord71
ENSMUSG00000077569	chr3	90011152	90011210	cluster_5	Promoter (<=1kb)	1.631701085	-0.014314618	0.325355644	0.861284236	.	Gm24608
ENSMUSG00000077704	chr1	39548746	39548840	cluster_5	Promoter (<=1kb)	18.05810928	-0.055710568	0.291854662	0.691205671	0.815395353	Snord89
ENSMUSG00000077714	chr2	144265981	144266202	cluster_5	Promoter (<=1kb)	1.815981567	-0.02374185	0.323271125	0.741761781	.	Snord17
ENSMUSG00000077925	chr12	109735618	109735700	cluster_5	Promoter (<=1kb)	1.987005881	0.010336486	0.323324987	0.856905889	.	Mir453
ENSMUSG00000078137	chr2	118699102	118703963	cluster_5	Promoter (<=1kb)	9.566748395	-0.243999182	0.414265809	0.087724213	0.206313831	Ankrd63
ENSMUSG00000078144	chr8	92901394	92902409	cluster_5	Promoter (<=1kb)	4.721964047	-0.109586372	0.340557588	0.24040695	0.415661715	Capns2
ENSMUSG00000078153	chr11	48945351	48946410	cluster_5	Promoter (<=1kb)	24.82045326	-0.078336105	0.261925955	0.627166013	0.767695829	Psme2b
ENSMUSG00000078162	chr3	143243054	143257996	cluster_5	Distal Intergenic	21.45977634	0.081701754	0.274568269	0.607061904	0.752012102	RP24-445M20.1
ENSMUSG00000078180	chr13	120300391	120308841	cluster_5	Promoter (<=1kb)	4.802820942	0.129854941	0.343009167	0.241497848	0.416781981	RP24-218K1.4
ENSMUSG00000078185	chr1	175682237	175688353	cluster_5	Promoter (<=1kb)	562.9232062	-0.708567591	0.187169596	2.36965E-05	0.000256478	Chml
ENSMUSG00000078234	chr4	139962172	139968026	cluster_5	Promoter (<=1kb)	2162.852626	0.061192408	0.158147771	0.664021321	0.796056249	Klhdc7a
ENSMUSG00000078350	chr4	154020469	154026044	cluster_5	Promoter (<=1kb)	710.2120314	0.419368505	0.229156848	0.021581365	0.071851454	Smim1
ENSMUSG00000078365	chr4	3870657	3872105	cluster_5	Promoter (<=1kb)	3.102728774	-0.005534818	0.323489562	0.893676523	.	Mos
ENSMUSG00000078439	chr10	81393063	81395079	cluster_5	Promoter (<=1kb)	24.66037058	0.202166529	0.294779948	0.255136453	0.432982827	Smim24
ENSMUSG00000078440	chr10	81386346	81386412	cluster_5	Promoter (<=1kb)	572.4758416	0.106651504	0.132544158	0.380777684	0.562229377	Dohh
ENSMUSG00000078452	chr10	22361893	22374139	cluster_5	Promoter (<=1kb)	80.6609113	-0.297133504	0.326365042	0.120261742	0.257269954	Raet1d
ENSMUSG00000078452	chr10	22402812	22407470	cluster_5	Distal Intergenic	80.6609113	-0.297133504	0.326365042	0.120261742	0.257269954	Raet1d
ENSMUSG00000078485	chr4	156221455	156228542	cluster_5	Promoter (<=1kb)	2517.329053	-0.68971538	0.094568874	5.48983E-14	4.1438E-12	Plekhn1
ENSMUSG00000078485	chr4	156230058	156230115	cluster_5	Promoter (1-2kb)	2517.329053	-0.68971538	0.094568874	5.48983E-14	4.1438E-12	Plekhn1
ENSMUSG00000078486	chr4	156215926	156221307	cluster_5	Promoter (<=1kb)	37.76755422	-0.053701385	0.256037623	0.739913939	0.84841396	Perm1
ENSMUSG00000078495	chr4	147753973	147809788	cluster_5	Promoter (<=1kb)	350.8495111	-0.063702296	0.153914357	0.637969445	0.776242505	RP23-282C23.7
ENSMUSG00000078496	chr4	147175865	147513420	cluster_5	Promoter (<=1kb)	27.75946878	-0.461227321	0.405730402	0.043674245	0.123340261	RP23-326E2.2
ENSMUSG00000078502	chr4	145617145	145624394	cluster_5	Promoter (<=1kb)	8.117205458	0.057558428	0.316588663	0.582693686	0.733406582	RP23-285N14.1
ENSMUSG00000078552	chr4	129608330	129614257	cluster_5	Promoter (<=1kb)	162.0094347	0.139655873	0.183287406	0.358595522	0.540861081	Dcdc2b
ENSMUSG00000078577	chr4	121105650	121109226	cluster_5	Promoter (<=1kb)	2.353333871	0.037607006	0.319997426	0.653391323	.	Tmco2
ENSMUSG00000078588	chr4	117869259	117872470	cluster_5	Promoter (<=1kb)	51.67034683	-0.922181067	0.765343531	0.004370314	0.020337494	Ccdc24
ENSMUSG00000078606	chr7	105895118	105953967	cluster_5	Promoter (<=1kb)	1.128892049	-0.020274665	0.327302374	0.504975353	.	RP23-454A11.1
ENSMUSG00000078606	chr7	105895118	105953970	cluster_5	Promoter (<=1kb)	1.128892049	-0.020274665	0.327302374	0.504975353	.	RP23-454A11.1
ENSMUSG00000078639	chr4	96723886	96785160	cluster_5	Promoter (<=1kb)	1.6382398	-0.006948117	0.325308199	0.991039791	.	RP23-8O24.1
ENSMUSG00000078640	chr11	102576398	102579119	cluster_5	Promoter (<=1kb)	6.180814107	0.010320632	0.307139501	0.926400272	0.959893722	RP23-57F11.1
ENSMUSG00000078684	chr3	88777056	88829371	cluster_5	Promoter (<=1kb)	444.6175705	0.125586672	0.095847504	0.166787337	0.324014685	AC134246.2
ENSMUSG00000078689	chr4	60003548	60006214	cluster_5	Promoter (<=1kb)	5.189967337	0.018252705	0.317813233	0.864303471	0.926636046	Mup6
ENSMUSG00000078695	chr11	97685951	97688625	cluster_5	Promoter (<=1kb)	502.6976087	-0.312678058	0.199109464	0.053052837	0.142448346	Cisd3
ENSMUSG00000078719	chr4	43583215	43584494	cluster_5	Promoter (<=1kb)	7.642694358	-0.053614316	0.316607883	0.594511806	0.742323271	Msmp
ENSMUSG00000078747	chr4	41941633	41942633	cluster_5	Promoter (<=1kb)	15.655163	1.059903151	0.714041183	0.005249912	0.023605349	RP23-304I1.3
ENSMUSG00000078747	chr4	41941633	41942633	cluster_5	Promoter (<=1kb)	15.655163	1.059903151	0.714041183	0.005249912	0.023605349	RP23-304I1.3
ENSMUSG00000078747	chr4	41941633	41942668	cluster_5	Promoter (<=1kb)	15.655163	1.059903151	0.714041183	0.005249912	0.023605349	RP23-304I1.3
ENSMUSG00000078776	chr7	28129465	28164811	cluster_5	Promoter (<=1kb)	450.2671107	-0.412709528	0.173111252	0.006376736	0.027645733	AC141883.1
ENSMUSG00000078796	chr7	16071941	16096328	cluster_5	Promoter (<=1kb)	15.06364832	-0.135497836	0.331828006	0.304807113	0.486586609	Zfp541
ENSMUSG00000078810	chr7	4368712	4397744	cluster_5	Promoter (<=1kb)	1.389460142	-0.084419418	0.338475033	0.225981861	.	Gp6
ENSMUSG00000078817	chr7	3221509	3249740	cluster_5	Promoter (<=1kb)	21.79807954	-0.061154187	0.306026924	0.590194844	0.738897443	Nlrp12
ENSMUSG00000078866	chr2	177464741	177479194	cluster_5	Promoter (<=1kb)	262.6416666	0.152857606	0.202056859	0.345950334	0.52816825	RP23-67E6.5
ENSMUSG00000078894	chr2	176226564	176240330	cluster_5	Promoter (<=1kb)	3.472288124	0.005146626	0.311047897	0.960532089	.	RP23-83O23.5
ENSMUSG00000078894	chr2	176226564	176240330	cluster_5	Promoter (<=1kb)	3.472288124	0.005146626	0.311047897	0.960532089	.	RP23-83O23.5
ENSMUSG00000078896	chr2	175470024	175480553	cluster_5	Promoter (<=1kb)	1.859214126	-0.010556148	0.316730377	0.900333241	.	RP23-282O12.1
ENSMUSG00000078896	chr2	175470059	175483322	cluster_5	Promoter (<=1kb)	1.859214126	-0.010556148	0.316730377	0.900333241	.	RP23-282O12.1
ENSMUSG00000078903	chr2	175185164	175206924	cluster_5	Promoter (<=1kb)	7.730964561	0.011614443	0.307010026	0.916859006	0.954611191	RP23-330D3.3
ENSMUSG00000078903	chr2	175192979	175206917	cluster_5	Promoter (<=1kb)	7.730964561	0.011614443	0.307010026	0.916859006	0.954611191	RP23-330D3.3
ENSMUSG00000078905	chr2	175061548	175067769	cluster_5	Promoter (<=1kb)	10.3425485	-0.063228829	0.30193243	0.626252265	0.76686156	RP23-330D3.5
ENSMUSG00000078907	chr15	99271017	99287180	cluster_5	Promoter (<=1kb)	88.70026684	0.277678797	0.281199614	0.138004425	0.283075594	Fam186b
ENSMUSG00000078920	chr11	49076586	49096987	cluster_5	Promoter (<=1kb)	52.86146047	-0.463815614	0.448204045	0.045541629	0.126913019	Ifi47
ENSMUSG00000078921	chr11	49057195	49064212	cluster_5	Promoter (<=1kb)	9.836990879	-0.170842936	0.347322008	0.225810818	0.397903053	Tgtp2
ENSMUSG00000078925	chr15	96051615	96079553	cluster_5	Promoter (<=1kb)	2.029220128	0.059046997	0.327954024	0.405645762	.	AC109202.1
ENSMUSG00000078937	chr15	89416404	89425862	cluster_5	Promoter (<=1kb)	6.423587558	-2.758811185	1.02837275	0.000454735	0.003135255	Cpt1b
ENSMUSG00000078938	chr15	89390173	89410263	cluster_5	Promoter (<=1kb)	2.88692027	-0.226041817	0.440387452	0.015724076	.	Syce3
ENSMUSG00000078942	chr13	100281120	100316616	cluster_5	Promoter (<=1kb)	3.078071553	-0.038340612	0.327835736	0.320452872	.	Naip6
ENSMUSG00000078942	chr13	100283114	100317688	cluster_5	Promoter (<=1kb)	3.078071553	-0.038340612	0.327835736	0.320452872	.	Naip6
ENSMUSG00000078945	chr13	100144062	100202122	cluster_5	Promoter (<=1kb)	7.070108936	-0.040336407	0.311789514	0.701376846	0.822883205	Naip2
ENSMUSG00000078949	chr2	163492317	163502612	cluster_5	Promoter (<=1kb)	27.39058782	-0.174936196	0.299087282	0.305827524	0.487646401	R3hdml
ENSMUSG00000078952	chr13	97559999	97583994	cluster_5	Distal Intergenic	27.20331581	-0.236108074	0.351206663	0.175222602	0.335248086	Lncenc1
ENSMUSG00000078954	chr15	84714628	84720266	cluster_5	Promoter (<=1kb)	13.36204922	0.334369174	0.460023024	0.075596904	0.1846474	Arhgap8
ENSMUSG00000078954	chr15	84720051	84772207	cluster_5	Promoter (<=1kb)	13.36204922	0.334369174	0.460023024	0.075596904	0.1846474	Arhgap8
ENSMUSG00000078958	chr13	90883448	90905355	cluster_5	Promoter (<=1kb)	14.66713283	0.171767182	0.357796204	0.184144043	0.347492468	Atp6ap1l
ENSMUSG00000078963	chr18	80229755	80247102	cluster_5	Promoter (<=1kb)	14.46788223	0.195071204	0.322232862	0.251537329	0.429147684	Hsbp1l1
ENSMUSG00000078994	chr13	67389327	67399767	cluster_5	Promoter (<=1kb)	75.66901689	-0.058931979	0.222736011	0.718693561	0.834833966	Zfp429
ENSMUSG00000078995	chr13	67363583	67375763	cluster_5	Promoter (<=1kb)	47.0015573	-0.131500365	0.273851391	0.430903285	0.608116545	Zfp456
ENSMUSG00000079008	chr2	150257516	150270300	cluster_5	Promoter (<=1kb)	4.084110287	-0.045813435	0.32581649	0.460656423	.	RP23-91K11.4
ENSMUSG00000079009	chr2	150181754	150193279	cluster_5	Promoter (<=1kb)	1.491677125	-0.034350225	0.325829503	0.556021145	.	RP23-11F9.3
ENSMUSG00000079018	chr15	75044017	75048837	cluster_5	Promoter (<=1kb)	60.30911757	-0.550199545	0.505855902	0.029151222	0.090564946	Ly6c1
ENSMUSG00000079019	chr8	71689251	71690577	cluster_5	Promoter (<=1kb)	5.879076053	-0.116942672	0.34378501	0.210620514	0.380244745	Insl3
ENSMUSG00000079020	chr15	73580290	73596526	cluster_5	Promoter (<=1kb)	2318.245111	-0.097675045	0.149226476	0.429227182	0.606597503	Slc45a4
ENSMUSG00000079022	chr15	71798475	72034227	cluster_5	Promoter (<=1kb)	699.2674453	0.085194935	0.147421717	0.525520818	0.687585578	Col22a1
ENSMUSG00000079049	chr13	32881396	32898140	cluster_5	Promoter (<=1kb)	2.043313476	0.082488573	0.330902153	0.343725998	.	Serpinb1c
ENSMUSG00000079057	chr8	45305801	45333196	cluster_5	Promoter (<=1kb)	369.1076466	-0.029265677	0.201765005	0.851018892	0.918255715	Cyp4v3
ENSMUSG00000079065	chr5	104508351	104522383	cluster_5	Promoter (<=1kb)	299.319225	-0.496867393	0.263294785	0.012708081	0.047658838	RP23-314A12.1
ENSMUSG00000079065	chr5	104525734	104554211	cluster_5	Distal Intergenic	299.319225	-0.496867393	0.263294785	0.012708081	0.047658838	RP23-314A12.1
ENSMUSG00000079076	chr12	69963408	69969744	cluster_5	Promoter (<=1kb)	3.776704574	-0.127238126	0.354076316	0.12134819	.	RP23-359M9.5
ENSMUSG00000079083	chr9	13091266	13105855	cluster_5	Distal Intergenic	494.3338609	-0.130863424	0.105882447	0.18741188	0.351488497	Jrkl
ENSMUSG00000079092	chr13	12996123	13005330	cluster_5	Promoter (<=1kb)	1.518175823	-0.018653653	0.328095825	0.381066503	.	Prl2c2
ENSMUSG00000079103	chr2	121093588	121109791	cluster_5	Promoter (<=1kb)	6.836136465	0.014411792	0.314741882	0.872760038	0.930683332	Tgm7
ENSMUSG00000079110	chr2	120455697	120469367	cluster_5	Promoter (<=1kb)	42.3309073	-0.14466418	0.279475987	0.386108548	0.56675205	Capn3
ENSMUSG00000079112	chr8	21958713	21964303	cluster_5	Promoter (<=1kb)	2.004961892	0.013747943	0.324777897	0.830037043	.	Fam90a1a
ENSMUSG00000079164	chr1	182954787	182976044	cluster_5	Promoter (<=1kb)	7.31128004	-0.051965946	0.318840575	0.583779777	0.734403675	Tlr5
ENSMUSG00000079173	chr5	137378636	137477064	cluster_5	Promoter (<=1kb)	17.9175537	-0.134790084	0.301447352	0.392555156	0.573108996	Zan
ENSMUSG00000079177	chr12	4713804	4738383	cluster_5	Promoter (<=1kb)	42.75470486	-0.093809528	0.220216981	0.569044161	0.722611069	Fam228a
ENSMUSG00000079184	chr14	56696274	56701000	cluster_5	Promoter (2-3kb)	2345.132729	0.26859514	0.106151528	0.007369673	0.031026248	Mphosph8
ENSMUSG00000079186	chr14	56231400	56234657	cluster_5	Promoter (<=1kb)	18.6483988	-0.207773261	0.398885004	0.103430936	0.23132166	Gzmc
ENSMUSG00000079227	chr9	124121542	124127183	cluster_5	Promoter (<=1kb)	4.433315957	0.121140016	0.336103355	0.289309955	.	Ccr5
ENSMUSG00000079262	chr6	142085767	142186149	cluster_5	Promoter (<=1kb)	17.21711741	-0.930199196	1.065585153	0.011046087	0.042773985	Slco1a6
ENSMUSG00000079263	chr6	141972195	142008745	cluster_5	Promoter (<=1kb)	3.765180749	0.026173106	0.329325925	0.475742352	.	RP24-171J12.1
ENSMUSG00000079278	chr5	116040533	116083246	cluster_5	Promoter (<=1kb)	4.88090156	0.284249541	0.483626805	0.041644627	0.118825165	Tmem233
ENSMUSG00000079293	chr6	129461590	129472779	cluster_5	Promoter (<=1kb)	18.18383608	-0.115535433	0.325788729	0.336593223	0.519050149	Clec7a
ENSMUSG00000079299	chr6	128706507	128723046	cluster_5	Promoter (<=1kb)	3.930822865	0.02745592	0.322323848	0.659269646	.	Klrb1
ENSMUSG00000079339	chr19	34592887	34599427	cluster_5	Promoter (<=1kb)	100.4845679	-1.788920394	0.359000793	1.77104E-08	4.40127E-07	Ifit1bl1
ENSMUSG00000079343	chr6	124624624	124636085	cluster_5	Promoter (<=1kb)	47.25733834	-0.028136436	0.243752567	0.861918032	0.925316556	C1s2
ENSMUSG00000079386	chr14	4430991	4519452	cluster_5	Promoter (<=1kb)	3.365239968	-0.096263571	0.330823104	0.343517336	.	RP24-218O5.5
ENSMUSG00000079415	chr19	12763527	12765632	cluster_5	Promoter (<=1kb)	10.69576715	-0.050484829	0.303154248	0.680554963	0.808137185	Cntf
ENSMUSG00000079419	chr19	11469367	11472736	cluster_5	Promoter (<=1kb)	10.92903179	0.00556004	0.322748609	0.897440436	0.943839871	Ms4a6c
ENSMUSG00000079429	chr1	88227019	88262289	cluster_5	Promoter (<=1kb)	11.90597071	-1.578233122	0.668278236	0.000883454	0.005483706	Mroh2a
ENSMUSG00000079466	chr2	31640036	31655795	cluster_5	Promoter (<=1kb)	8.821115952	-0.002453981	0.300260422	0.981131914	0.990133097	Prdm12
ENSMUSG00000079477	chr6	87999105	88019795	cluster_5	Promoter (<=1kb)	14820.74148	0.180979657	0.098994691	0.054782337	0.146199459	Rab7
ENSMUSG00000079484	chr2	30266202	30282149	cluster_5	Promoter (<=1kb)	166.7378045	-0.172588886	0.215954342	0.29886959	0.479942283	Phyhd1
ENSMUSG00000079491	chr17	36115870	36121444	cluster_5	Promoter (<=1kb)	83.32116263	-0.422812358	0.308320731	0.040628569	0.116611142	H2-T10
ENSMUSG00000079494	chr6	85817217	85820972	cluster_5	Promoter (<=1kb)	4.960512731	-0.05069573	0.324022932	0.500541642	0.666718698	Cml5
ENSMUSG00000079495	chr6	85808050	85809877	cluster_5	Promoter (<=1kb)	2.184511611	0.051873066	0.33332808	0.197812495	.	RP24-478I22.6
ENSMUSG00000079539	chr2	25737008	25740097	cluster_5	Promoter (<=1kb)	2.999556672	0.300249382	0.555964321	0.006396815	.	Obp2b
ENSMUSG00000079547	chr17	34153190	34160229	cluster_5	Promoter (<=1kb)	110.7829853	-0.315438409	0.370685389	0.097398688	0.222028179	H2-DMb1
ENSMUSG00000079554	chr1	58278325	58379264	cluster_5	Promoter (<=1kb)	4.896602843	0.048205529	0.324079803	0.597787186	0.744803953	Aox2
ENSMUSG00000079563	chr17	32412460	32424167	cluster_5	Promoter (<=1kb)	1.259976801	0.006483674	0.327699755	0.857034087	.	Pglyrp2
ENSMUSG00000079564	chr9	49518287	49568025	cluster_5	Promoter (<=1kb)	6.959167111	-0.100035365	0.331173573	0.306715456	0.488688245	RP23-181A16.2
ENSMUSG00000079580	chr17	29526017	29549593	cluster_5	Promoter (<=1kb)	16.20736858	0.058424185	0.285330937	0.688446813	0.813611648	Tmem217
ENSMUSG00000079588	chr1	40805600	40855267	cluster_5	Promoter (<=1kb)	13.20277763	-0.069332216	0.313755562	0.525311476	0.687400599	Tmem182
ENSMUSG00000079644	chr9	26879566	26923081	cluster_5	Promoter (<=1kb)	81.38138407	0.158645575	0.26862373	0.359560595	0.541577047	RP23-403D16.2
ENSMUSG00000079652	chr6	29281140	29290676	cluster_5	Promoter (<=1kb)	16.34939803	-0.087979429	0.269426686	0.586128991	0.736081659	Fam71f2
ENSMUSG00000079659	chr5	9100736	9118983	cluster_5	Promoter (<=1kb)	306.9037619	-0.115730231	0.248590653	0.478057712	0.647557885	Tmem243
ENSMUSG00000079666	chr5	5437826	5479143	cluster_5	Promoter (<=1kb)	1.276845109	-0.044988384	0.329538976	0.474923105	.	1700015F17Rik
ENSMUSG00000079677	chr9	21075496	21075588	cluster_5	Promoter (1-2kb)	13.32139295	-0.612786598	1.110042602	0.016401561	0.057762391	Fdx1l
ENSMUSG00000079679	chr6	13185610	13224965	cluster_5	Promoter (<=1kb)	19.49368471	-4.191414138	0.695533981	3.02645E-10	1.14008E-08	Vwde
ENSMUSG00000079685	chr10	7444872	7473477	cluster_5	Promoter (<=1kb)	38.81016782	0.051178111	0.289337405	0.715416861	0.832882579	Ulbp1
ENSMUSG00000080059	chr4	147821776	147822202	cluster_5	Promoter (<=1kb)	54.54290168	0.380077136	0.292289632	0.058815798	0.154071789	Rps19-ps3
ENSMUSG00000080406	chr12	109611821	109611941	cluster_5	Promoter (<=1kb)	11.87252092	-0.153092115	0.350463478	0.203445605	0.37101361	Mir1188
ENSMUSG00000080469	chr10	62765578	62765606	cluster_5	Promoter (<=1kb)	1.604943054	-0.037703457	0.326207022	0.528747596	.	Snord98
ENSMUSG00000080478	chr7	15938761	15938860	cluster_5	Promoter (<=1kb)	2.439336798	-0.053341036	0.326901079	0.446022398	.	Snord23
